BusinessName,Address,ZIP,DESCRIPT,Latitude,Longitude,Neighborhood_Geopy
Mija Cantina & Tequila Bar,1 Harborside,2128,Eating & Drinking,42.3634,-71.0257,East Boston
Mike & Patty's,100 High,2110,Eating & Drinking w/ Take Out,42.3544,-71.0554,Downtown Boston
Mike & Patty's,388 Centre,2130,Eating & Drinking,42.3217,-71.1096,Jamaica Plain
Mike and Patty's,12 Church,2116,Eating & Drinking w/ Take Out,42.3485,-71.0679,No Details
MIKE'S CITY DINER,1714 Washington,2118,Eating & Drinking,42.3369,-71.076,South End
MIKE'S PASTRY INC.,298 Hanover,2113,Eating & Drinking w/ Take Out,42.3642,-71.0543,North End
MILANO'S DELI,978 Saratoga,2128,Eating & Drinking,42.387,-71.0074,East Boston
MILK ST CAFE,50 Milk,2109,Eating & Drinking,42.357,-71.0576,Downtown Boston
Minina's Cafe,430 Geneva,2122,Eating & Drinking w/ Take Out,42.3006,-71.0664,Dorchester
MISONO RESTAURANT,669 VFW,2467,Eating & Drinking w/ Take Out,42.2966,-71.155,Roxbury
MISSION BAR & GRILL,724 Huntington,2115,Eating & Drinking,42.3338,-71.105,Mission Hill
Mister Q Cafe,283 Main,2129,Eating & Drinking,42.3776,-71.0668,Charlestown
Miyuki Sushi,547 Washington,2135,Eating & Drinking,42.3495,-71.1638,Brighton
Modern Pastry Shop I I,261 Hanover,2113,Eating & Drinking w/ Take Out,42.3633,-71.0547,North End
Modern Relik,485 Harrison,2118,Eating & Drinking,42.3419,-71.0667,South End
Moge Tee,164 Brighton,2134,Eating & Drinking w/ Take Out,42.3529,-71.1328,Allston
Molly's Beachside,165 William J Day,2127,Eating & Drinking w/ Take Out,42.3301,-71.0322,South Boston
MONICA'S RESTAURANT,143 Richmond,2113,Eating & Drinking,42.3634,-71.0543,North End
MONTIEN RESTAURANT,63 Stuart,2116,Eating & Drinking,42.3513,-71.0643,No Details
Monumental Market,34 South,2130,Eating & Drinking w/ Take Out,42.3084,-71.1154,Jamaica Plain
MOOGY'S SANDWICH SHOP INC.,154 Chestnut Hill,2135,Eating & Drinking,42.3416,-71.1543,Brighton
Moon & Flower House,110 Brighton,2134,Eating & Drinking,42.3526,-71.1304,Allston
Moon Flower House,20 Kneeland,2111,Eating & Drinking w/ Take Out,42.3509,-71.0621,No Details
Mooncusser Fish House & Moon Bar,129 Columbus,2116,Eating & Drinking,42.3498,-71.0706,Back Bay
Mooo Seaport,49 Melcher,2127,Eating & Drinking,42.3494,-71.0504,South Boston
Mooo...,15 Beacon,2108,Eating & Drinking,42.3584,-71.062,Beacon Hill
MOOYAH,140 Tremont,2111,Eating & Drinking,42.3556,-71.0626,Beacon Hill
MORGAN HALL COFFEE CART,117 Western,2135,Eating & Drinking w/ Take Out,42.3652,-71.1222,Allston
Morgan Lewis & Bockius LLP,1 Federal,2110,Eating & Drinking,42.3561,-71.057,Downtown Boston
Morton's of Chicago,2 Seaport,2210,Eating & Drinking,42.3489,-71.0408,South Boston
MOTHER ANNA'S,211 Hanover,2113,Eating & Drinking,42.3627,-71.0553,North End
Mother Juice,100 High,2110,Eating & Drinking w/ Take Out,42.3544,-71.0554,Downtown Boston
Mother Juice Inc.,291 Newbury,2115,Eating & Drinking w/ Take Out,42.3491,-71.085,Back Bay
Mr Tea,266 Newbury,2116,Eating & Drinking w/ Take Out,42.3492,-71.0832,Back Bay
MR. DOOLEYS BOSTON TAVERN,77 Broad,2109,Eating & Drinking,42.3576,-71.0536,Downtown Boston
Ms. Clucks Deluxe Chicken & Dumplings,201 Brookline,2215,Eating & Drinking w/ Take Out,42.3446,-71.1022,Fenway/Kenmore
Mt. Olympic Pizza,187 Wolcott,2136,Eating & Drinking w/ Take Out,42.2371,-71.1323,Hyde Park
Mud House,389 Neponset,2122,Eating & Drinking,42.2865,-71.0447,Dorchester
MURPHY'S LAW,837 Summer,2127,Eating & Drinking,42.338,-71.0357,South Boston
Museum of Fine Arts Cafeteria,465 Huntington,2115,Eating & Drinking,42.3393,-71.094,Fenway/Kenmore
Museum of Fine Arts New American Cafe,465 Huntington,2115,Eating & Drinking,42.3393,-71.094,Fenway/Kenmore
Museum of Fine Arts-Taste D/B/A #19285,465 Huntington,2115,Eating & Drinking,42.332,-71.1016,Mission Hill
Museum of Science,10 Charles River,2114,Eating & Drinking,42.367,-71.0703,West End
My Happy Hunan Kitchen,1924 Beacon,2135,Eating & Drinking,42.3365,-71.1496,Brighton
My Sister Crawfish Restaurant III,1487 Dorchester,2122,Eating & Drinking,42.2999,-71.0604,Dorchester
My Thai Cafe Vegetarian & Bubble Tea Bristro,3 Beach,2111,Eating & Drinking,42.3514,-71.0626,No Details
Myers & Chang,1143 Washington,2118,Eating & Drinking,42.3438,-71.0663,South End
Myung Dong 1st Ave,90 Harvard,2134,Eating & Drinking,42.3532,-71.1319,Allston
N.U. Stetson Hall East,11 Speare,2115,Eating & Drinking,42.341,-71.0902,Fenway/Kenmore
N.U. Stetson Hall West,11 Speare,2115,Eating & Drinking,42.341,-71.0902,Fenway/Kenmore
Nachlo,1443 Tremont,2119,Eating & Drinking w/ Take Out,42.332,-71.0967,Mission Hill
Nagomi,636 Beacon,2215,Eating & Drinking,42.3496,-71.0952,Cambridge
Napoles,1233 Bennington,2128,Eating & Drinking,42.3899,-70.9967,East Boston
Napper Tandys,4187 Washington,2131,Eating & Drinking,42.2874,-71.1274,Roslindale
Nashville Grill,253 Tremont,2116,Eating & Drinking,42.3504,-71.0653,No Details
Natalie's Pizza,1306 Commonwealth,2134,Eating & Drinking w/ Take Out,42.3484,-71.134,Allston
Nathalie Wine Bar,186 Brookline,2215,Eating & Drinking,42.3438,-71.1017,Fenway/Kenmore
Natif Natal Restaurant,830 Blue Hill,2124,Eating & Drinking,42.2962,-71.0872,Roxbury
Nebo Ristorante/Enoteca,520 Atlantic,2110,Eating & Drinking,42.3533,-71.0529,Downtown Boston
NEPTUNE RESTAURANT,63 Salem,2113,Eating & Drinking,42.3632,-71.0559,North End
New England Center For Arts & Technology,23 Bradston,2118,Eating & Drinking,42.3331,-71.0706,Dorchester
New England Wichcraft Co.,54 Salem,2113,Eating & Drinking,42.3632,-71.0563,North End
NEW GOLDEN GATE RESTAURANT,66 Beach,2111,Eating & Drinking,42.3514,-71.06,No Details
New Ho Toy,746 Dudley,2124,Eating & Drinking w/ Take Out,42.318,-71.0666,Dorchester
New Hong Kong,14 Tremont,2135,Eating & Drinking w/ Take Out,42.3504,-71.1686,Brighton
New Market Pizza & Grill,850 Massachusetts,2119,Eating & Drinking w/ Take Out,42.3321,-71.071,Dorchester
New Market Sq. Cafe,130 Newmarket,2118,Eating & Drinking w/ Take Out,42.3304,-71.0667,Dorchester
New Moon Villa Restaurant,15 Edinboro,2111,Eating & Drinking,42.352,-71.0599,Downtown Boston
New Oriental House,3704 Washington,2130,Eating & Drinking w/ Take Out,42.3004,-71.1129,Roslindale
New York Fried Chicken,442 Blue Hill,2121,Eating & Drinking w/ Take Out,42.3096,-71.0822,Roxbury
NEW YORK FRIED CHICKEN & PIZZA,531 Columbia,2125,Eating & Drinking w/ Take Out,42.3154,-71.0663,Dorchester
NEW YORK FRIED CHICKEN & PIZZA,67 Washington,2135,Eating & Drinking w/ Take Out,42.3441,-71.1433,Brighton
New York Pizza,224 Tremont,2116,Eating & Drinking w/ Take Out,42.3514,-71.0646,No Details
New York Shawarma Guys,83 Canal,2114,Eating & Drinking w/ Take Out,42.3643,-71.0596,West End
News Room Cafe,7 Bulfinch,2114,Eating & Drinking,42.3618,-71.0613,West End
Next Door Speakeasy,103 Porter,2128,Eating & Drinking,42.373,-71.0362,East Boston
Nfarra 2,127 Maverick,2128,Eating & Drinking,42.3702,-71.0394,East Boston
Nhu Lan Fast Food,1155 Dorchester,2125,Eating & Drinking w/ Take Out,42.3114,-71.0581,Dorchester
NHU LAN Restaurant,1157 Dorchester,2125,Eating & Drinking,42.3113,-71.0581,Dorchester
Nicholas Sub & Pizza Shop,600 Hyde Park,2131,Eating & Drinking w/ Take Out,42.28,-71.1187,Roslindale
NICK'S,4590 Washington,2131,Eating & Drinking w/ Take Out,42.2763,-71.1388,Roslindale
Nicks/Venue,100 Warrenton,2116,Eating & Drinking,42.3508,-71.0662,No Details
Nico Restaurant,417 Hanover,2113,Eating & Drinking,42.3656,-71.0527,North End
NICOLE'S PIZZA,639 Tremont,2118,Eating & Drinking w/ Take Out,42.3423,-71.0751,South End
Night Shift Brewing,160 Washington,2114,Eating & Drinking,42.3674,-71.0592,West End
NINE ZERO HOTEL,90 Tremont,2109,Eating & Drinking,42.3575,-71.0607,Downtown Boston
Nino's Pizza,79 Charles,2114,Eating & Drinking w/ Take Out,42.3584,-71.0704,Beacon Hill
NIXON & PEABODY,53 State,2109,Eating & Drinking,42.3588,-71.0562,Downtown Boston
No. 9 Park LLC,9 Park,2108,Eating & Drinking,42.3576,-71.0628,Beacon Hill
Noodle Barn,707 Centre,2130,Eating & Drinking,42.3114,-71.1147,Jamaica Plain
NOODLE STREET RESTAURANT,627 Commonwealth,2215,Eating & Drinking,42.3498,-71.1016,Cambridge
Noodles King,350 Longwood,2115,Eating & Drinking w/ Take Out,42.3391,-71.1081,Fenway/Kenmore
North East of the Boarder Taqueria,100 High,2110,Eating & Drinking w/ Take Out,42.3544,-71.0554,Downtown Boston
North End Creamery,121 Salem,2113,Eating & Drinking w/ Take Out,42.3646,-71.0554,North End
NORTH STREET GRILLE & CAFE,229 North,2113,Eating & Drinking,42.3634,-71.0525,North End
NORTHEASTERN UNIV. RYDER HALL,11 Leon,2115,Eating & Drinking,42.3366,-71.0909,Fenway/Kenmore
Northeastern University/Cafe Crossing,1175 Tremont,2120,Eating & Drinking,42.335,-71.0895,Fenway/Kenmore
Northeastern University-Snell Library,376 Huntington,2115,Eating & Drinking,42.3384,-71.088,Fenway/Kenmore
Nos Casa Cafe,475 Dudley,2119,Eating & Drinking w/ Take Out,42.3233,-71.0737,Roxbury
Notch Brighton Tap Room,1420 Soldiers Field,2135,Eating & Drinking,42.3619,-71.1452,Brighton
Notch Brighton Tap Room,525 Western,2135,Eating & Drinking w/ Take Out,42.3657,-71.1357,Brighton
Nu Burger,201 Brookline,2215,Eating & Drinking w/ Take Out,42.3446,-71.1022,Fenway/Kenmore
Nu Flav Restaurant,1098 Blue Hill,2124,Eating & Drinking,42.2869,-71.0902,Mattapan
O YA RESTAURANT,9 East,2111,Eating & Drinking,42.3513,-71.0569,Downtown Boston
Oasis Cafe,105 Bowdoin,2121,Eating & Drinking w/ Take Out,42.2996,-71.0737,Dorchester
Oasis Restaurant,33 Hancock,2125,Eating & Drinking,42.3144,-71.0658,Dorchester
Obosa Foods,146 Belgrade,2131,Eating & Drinking,42.2861,-71.1367,Roslindale
O'Brien's Pub,1 Harvard,2134,Eating & Drinking,42.3553,-71.1329,Allston
ODYSSEY CRUISES,60 Rowes,2110,Eating & Drinking,42.3565,-71.0503,North End
Ogawa Coffee,10 Milk,2108,Eating & Drinking w/ Take Out,42.3569,-71.058,Downtown Boston
OLD COLONY YACHT CLUB,235 Victory,2122,Eating & Drinking,42.2997,-71.0444,Dorchester
OLGA'S KAFE,206 Broadway,2127,Eating & Drinking,42.3402,-71.0526,South Boston
Olitoki,66 Brighton,2134,Eating & Drinking w/ Take Out,42.3524,-71.1288,Allston
Omni Boston Seaport - Crescendo,450 Summer,2210,Eating & Drinking,42.3473,-71.0426,South Boston
Omni Boston Seaport - Kestra,450 Summer,2210,Eating & Drinking,42.3473,-71.0426,South Boston
Omni Boston Seaport - Lifted Pool Bar,450 Summer,2210,Eating & Drinking,42.3473,-71.0426,South Boston
Omni Boston Seaport - Sporting Club,450 Summer,2210,Eating & Drinking,42.3473,-71.0426,South Boston
OMNI PARKER HOUSE,56 School,2108,Eating & Drinking,42.3578,-71.0601,Downtown Boston
Omni Seaport Employee Kitchen,450 Summer,2210,Eating & Drinking,42.3473,-71.0426,South Boston
Omni Seaport L3 Kitchen,450 Summer,2210,Eating & Drinking,42.3473,-71.0426,South Boston
Omni Seaport Main BQ Kitchen,450 Summer,2210,Eating & Drinking,42.3473,-71.0426,South Boston
On Fire Nutrition,411 Adams,2122,Eating & Drinking w/ Take Out,42.2952,-71.0564,Dorchester
On the Edge Nutrition,283 Old Colony,2127,Eating & Drinking w/ Take Out,42.3303,-71.0529,South Boston
ONLY ONE JAMAICAN RESTAURANT,160 Norfolk,2124,Eating & Drinking w/ Take Out,42.2872,-71.0786,Mattapan
Orfano,186 Brookline,2215,Eating & Drinking,42.3438,-71.1017,Fenway/Kenmore
ORIENTAL HOUSE,560 Washington,2124,Eating & Drinking w/ Take Out,42.2921,-71.0715,Dorchester
O'Saraceno,284 Hanover,2113,Eating & Drinking,42.364,-71.0545,North End
Otto Pizza,345 Harrison,2118,Eating & Drinking w/ Take Out,42.3452,-71.0645,South End
P & R Restaurant & Ice Cream Parlor,208 Dudley,2119,Eating & Drinking w/ Take Out,42.3286,-71.0811,Roxbury
P.F.CHANG'S CHINA BISTRO,8 Park,2116,Eating & Drinking,42.3514,-71.0687,Back Bay
Padduck Concession,525 William F McClellan,2128,Eating & Drinking w/ Take Out,42.3952,-71.0001,East Boston
Pagliuca's Restaurant,14 Parmenter,2113,Eating & Drinking,42.3638,-71.055,North End
Palm  Restaurant  (1 International Place),90 Oliver,2110,Eating & Drinking,42.3563,-71.0518,Downtown Boston
PAN ASIA RESTAURANT,720 Broadway,2127,Eating & Drinking w/ Take Out,42.3358,-71.0364,South Boston
Panera Bread,115 Stuart,2116,Eating & Drinking,42.3514,-71.0655,No Details
Panera Bread,8 Allstate,2125,Eating & Drinking,42.3266,-71.0617,Dorchester
Panza,326 Hanover,2113,Eating & Drinking,42.3647,-71.0538,North End
PAPA GINO'S,1270 River,2136,Eating & Drinking w/ Take Out,42.2557,-71.1239,Hyde Park
PAPA GINO'S,748 Gallivan,2122,Eating & Drinking w/ Take Out,42.2846,-71.0458,Dorchester
PAPA RINO'S PIZZA,392 Geneva,2122,Eating & Drinking w/ Take Out,42.3014,-71.0677,Dorchester
Papa's Pizza Company,682 Huntington,2120,Eating & Drinking,42.3349,-71.1024,Mission Hill
PARADISE,963 Commonwealth,2215,Eating & Drinking,42.3519,-71.1193,Allston
PARAMOUNT,44 Charles,2114,Eating & Drinking,42.3572,-71.0703,Beacon Hill
Parish Cafe,359 Boylston,2116,Eating & Drinking,42.3519,-71.0717,Back Bay
Park 54 Restaurant and Lounge,81 Fairmount,2136,Eating & Drinking,42.2546,-71.1202,Hyde Park
PARLA,230 Hanover,2113,Eating & Drinking,42.3633,-71.0554,North End
Pasta Beach,30 Rowes,2110,Eating & Drinking,42.3566,-71.0504,North End
PATS PIZZA,2254 Dorchester,2124,Eating & Drinking w/ Take Out,42.2735,-71.0675,Dorchester
Pauli's,65 Salem,2113,Eating & Drinking w/ Take Out,42.3633,-71.0559,North End
Pavement,415 Western,2135,Eating & Drinking,42.3627,-71.1404,Brighton
Pavement Coffee House,286 Newbury,2115,Eating & Drinking,42.3489,-71.0844,Back Bay
Pavement Coffeehouse,1096 Boylston,2215,Eating & Drinking,42.3469,-71.0884,Fenway/Kenmore
Pavement Coffeehouse,1243 Commonwealth,2134,Eating & Drinking w/ Take Out,42.3503,-71.1319,Allston
Pavement Coffeehouse,44 Gainsborough,2115,Eating & Drinking,42.3416,-71.087,Fenway/Kenmore
Pavia,82 Water,2109,Eating & Drinking w/ Take Out,42.3577,-71.0563,Downtown Boston
Pavillion Restaurant,4 Jersey,2215,Eating & Drinking,42.3467,-71.0987,Fenway/Kenmore
Pazza on Porter,107 Porter,2128,Eating & Drinking,42.373,-71.0362,East Boston
PEACH FARM RESTAURANT,4 Tyler,2111,Eating & Drinking,42.3511,-71.0604,No Details
Pei Wei,1 Harborside,2128,Eating & Drinking w/ Take Out,42.3634,-71.0257,East Boston
Peka,300 Washington,2135,Eating & Drinking,42.3488,-71.1512,Brighton
PEKING HOUSE,160 Dudley,2119,Eating & Drinking,42.3288,-71.083,Roxbury
PENNYPACKERS,100 High,2110,Eating & Drinking w/ Take Out,42.3544,-71.0554,Downtown Boston
Peregrine,170 Charles,2114,Eating & Drinking,42.3606,-71.0714,Beacon Hill
PERKIN'S SQ DELI,106 Dorchester,2127,Eating & Drinking w/ Take Out,42.3352,-71.0458,South Boston
Perla Del Sur Quintanilla,454 Hyde Park,2131,Eating & Drinking,42.285,-71.1187,Roslindale
Perros Paisas,350 Bennington,2128,Eating & Drinking w/ Take Out,42.3796,-71.0269,East Boston
Peruvian Taste Restaurant,78 Arlington,2129,Eating & Drinking,42.3872,-71.075,Charlestown
Pete's Seafood,267 Bowdoin,2122,Eating & Drinking,42.3065,-71.0664,Dorchester
Phin Coffee House,10 High,2110,Eating & Drinking w/ Take Out,42.3535,-71.0567,Downtown Boston
Phinista,96 Peterborough,2116,Eating & Drinking w/ Take Out,42.343,-71.0992,Fenway/Kenmore
Pho #1 Brighton,1799 Commonwealth,2135,Eating & Drinking,42.3406,-71.1516,Brighton
PHO 2000,198 Adams,2122,Eating & Drinking,42.3022,-71.06,Dorchester
Pho Express,1 Brighton,2134,Eating & Drinking w/ Take Out,42.3524,-71.1253,Allston
Pho Hoa restaurant/Drink Lab,1370 Dorchester,2122,Eating & Drinking,42.304,-71.059,Dorchester
Pho Le,1356 Dorchester,2122,Eating & Drinking,42.3044,-71.059,Dorchester
Pho Pasteur,682 Washington,2111,Eating & Drinking,42.3514,-71.0626,No Details
PHO REAL,279 Newbury,2116,Eating & Drinking w/ Take Out,42.3494,-71.084,Back Bay
Phuket Thai  Restaurant,1852 Centre,2132,Eating & Drinking,42.2861,-71.1544,Roxbury
Phuong Nam,291 Adams,2122,Eating & Drinking,42.2992,-71.0582,Dorchester
Piattini,226 Newbury,2116,Eating & Drinking,42.3497,-71.0812,Back Bay
Pick N'Roll Sushi,134 Boylston,2116,Eating & Drinking w/ Take Out,42.3523,-71.0661,Beacon Hill
Pier 6 Restaurant,1 Eighth,2129,Eating & Drinking,42.3732,-71.0501,Charlestown
Pikalo J.P.,378 Centre,2130,Eating & Drinking w/ Take Out,42.322,-71.1093,Jamaica Plain
Pikalox,3160 Washington,2130,Eating & Drinking,42.3136,-71.1003,Jamaica Plain
Pikalox,422 Geneva,2122,Eating & Drinking w/ Take Out,42.3009,-71.0669,Dorchester
Pink Carrot,115 Salem,2113,Eating & Drinking w/ Take Out,42.3644,-71.0554,North End
Pino's Pizza House,1918 Beacon,2135,Eating & Drinking w/ Take Out,42.3365,-71.1492,Brighton
Pita Thyme,112 Water,2109,Eating & Drinking w/ Take Out,42.3582,-71.0549,Downtown Boston
Pizza Days,101 Brighton,2134,Eating & Drinking w/ Take Out,42.3531,-71.1306,Allston
Pizza E.T.C.,427 Faneuil,2135,Eating & Drinking,42.3512,-71.1684,Brighton
PIZZA OGGI,8 Perkins,2130,Eating & Drinking w/ Take Out,42.3217,-71.1106,Jamaica Plain
Pizza Stop,851 Harrison,2118,Eating & Drinking,42.3347,-71.0757,South End
Pizzatalia,618 Shawmut,2118,Eating & Drinking w/ Take Out,42.3354,-71.0806,South End
Pizzeria Regina,11H Thacher,2113,Eating & Drinking,42.3654,-71.0569,North End
PIZZERIA REGINA OF SO. STATION,630 Atlantic,2111,Eating & Drinking w/ Take Out,42.352,-71.055,Downtown Boston
PlantPub Fenway,61 Brookline,2215,Eating & Drinking,42.3472,-71.0991,Fenway/Kenmore
Playa Bowls,2193 Commonwealth,2135,Eating & Drinking w/ Take Out,42.3403,-71.1664,Brighton
Playa Bowls,277 Huntington,2115,Eating & Drinking,42.3421,-71.0864,Fenway/Kenmore
Pleasant Cafe,4511 Washington,2131,Eating & Drinking,42.2787,-71.1368,Roslindale
POCKETS BILLIARD CLUB,981 Bennington,2128,Eating & Drinking,42.3863,-71.0074,East Boston
Poke Bar & Kitchen,309 Huntington,2115,Eating & Drinking,42.3412,-71.0876,Fenway/Kenmore
Poke Boys,1 Brighton,2134,Eating & Drinking w/ Take Out,42.3524,-71.1253,Allston
Poke Works,200 Faneuil Hall Marketplace,2109,Eating & Drinking w/ Take Out,42.3602,-71.0548,No Details
Pokeworks,415 Brookline,2215,Eating & Drinking,42.3387,-71.1078,Fenway/Kenmore
Pollo Campero,188 Border,2128,Eating & Drinking,42.3754,-71.0405,East Boston
Pollo Centro,223 Bowdoin,2122,Eating & Drinking,42.3057,-71.0673,Dorchester
Pollos A La Brasa Beto's,294 Bennington,2128,Eating & Drinking,42.3791,-71.0284,East Boston
Popeyes,1630 VFW,2132,Eating & Drinking w/ Take Out,42.265,-71.1677,Roxbury
Popeyes,300 Martin Luther King Jr,2119,Eating & Drinking w/ Take Out,42.3194,-71.0825,Roxbury
PORTER BELLY'S,338 Washington,2135,Eating & Drinking,42.3489,-71.1525,Brighton
PORTERS BAR & GRILL,173 Portland,2114,Eating & Drinking,42.3644,-71.0615,West End
Porto,780 Boylston,2199,Eating & Drinking,42.3481,-71.0809,Back Bay
Potbelly Sandwich Shop,1 Federal,2110,Eating & Drinking w/ Take Out,42.3561,-71.057,Downtown Boston
Potluck Cafe,7 Knapp,2111,Eating & Drinking,42.3512,-71.062,No Details
Powerhouse Juice,645 Summer,2210,Eating & Drinking w/ Take Out,42.3418,-71.0404,South Boston
Precinct Kitchen & Bar,154 Berkeley,2116,Eating & Drinking,42.3492,-71.0724,Back Bay
Pressed Juicery,288 Newbury,2115,Eating & Drinking w/ Take Out,42.3488,-71.0845,Back Bay
PREZZA,24 Fleet,2113,Eating & Drinking,42.3647,-71.0528,North End
Prieto El Rey De Las Empanadas,196 Humboldt,2121,Eating & Drinking w/ Take Out,42.3127,-71.0896,Roxbury
PRIMO'S RESTAURANT,28 Myrtle,2114,Eating & Drinking,42.3592,-71.0656,Beacon Hill
Project Place Gatehouse,1143 Washington,2118,Eating & Drinking w/ Take Out,42.3438,-71.0663,South End
Prow/Max Cafe @Emerson,150 Boylston,2116,Eating & Drinking,42.3523,-71.0665,Beacon Hill
PS Coffee,4252 Washington,2131,Eating & Drinking w/ Take Out,42.2854,-71.129,Roslindale
Pu Pu Restaurant,2060 Centre,2132,Eating & Drinking w/ Take Out,42.2799,-71.1583,Roxbury
Publico,11 Dorchester,2127,Eating & Drinking,42.3372,-71.0438,South Boston
Pueblo Viejo,309 Bennington,2128,Eating & Drinking w/ Take Out,42.3789,-71.0278,East Boston
Pueblo Viejo Pupuseria & Mexican Grill,170 Marion,2128,Eating & Drinking,42.376,-71.0355,East Boston
PunJab Palace,109 Brighton,2134,Eating & Drinking,42.353,-71.1305,Allston
PUNTO ROJO,16 Bennington,2128,Eating & Drinking w/ Take Out,42.3753,-71.0383,East Boston
Puritan Restaurant,735 William T Morrissey,2122,Eating & Drinking w/ Take Out,42.2954,-71.0489,Dorchester
Puro,264 Newbury,2116,Eating & Drinking w/ Take Out,42.3492,-71.0831,Back Bay
PURPLE CACTUS,674 Centre,2130,Eating & Drinking w/ Take Out,42.3121,-71.114,Jamaica Plain
Qdoba Mexican Eats,540 Commonwealth,2215,Eating & Drinking w/ Take Out,42.3485,-71.0967,Fenway/Kenmore
Qdoba Mexican Eats #2207,393 Huntington,2115,Eating & Drinking w/ Take Out,42.3398,-71.0909,Fenway/Kenmore
Qdoba Mexican Eats #2592,101 Causeway,2114,Eating & Drinking w/ Take Out,42.3649,-71.0619,West End
QUALITY EATS,1199 Tremont,2120,Eating & Drinking,42.3341,-71.0908,Roxbury
QUATTRO RISTORANTE  GRILL & PIZZERIA,264 Hanover,2113,Eating & Drinking,42.3636,-71.0549,North End
Que Arepa En Tertulias Cafe,26 Porter,2128,Eating & Drinking,42.3746,-71.0379,East Boston
R & S JAMAICAN RESTAURANT,630 Hyde Park,2131,Eating & Drinking,42.2789,-71.1186,Roslindale
Rabia's Dolce Fumo,71 Salem,2113,Eating & Drinking,42.3634,-71.0558,North End
Raising Cane's Chicken Fingers,949 Commonwealth,2215,Eating & Drinking,42.3519,-71.1187,Allston
Ray & Joan Krok Community Center,650 Dudley,2125,Eating & Drinking,42.3194,-71.0701,Roxbury
Rebel's Guild,196 Stuart,2116,Eating & Drinking,42.3505,-71.0676,No Details
Recreo Coffee,1 City Hall,2201,Eating & Drinking w/ Take Out,42.3601,-71.0579,No Details
Red Lantern,39 Stanhope,2116,Eating & Drinking,42.3485,-71.0733,Back Bay
Red Line Pizza and Grill,582 Dorchester,2127,Eating & Drinking w/ Take Out,42.3299,-71.0568,South Boston
Red White,294 Newbury,2115,Eating & Drinking w/ Take Out,42.3488,-71.0847,Back Bay
Regal,686 Morton,2126,Eating & Drinking w/ Take Out,42.2847,-71.0921,Mattapan
Renaissance Hotel (Club Lounge),606 Congress,2210,Eating & Drinking,42.3482,-71.0391,South Boston
Renaissance Hotel (Employee Cafe),606 Congress,2210,Eating & Drinking,42.3482,-71.0391,South Boston
Renaissance Hotel (Lobby Lounge/Capiz),606 Congress,2210,Eating & Drinking,42.3482,-71.0391,South Boston
Renaissance Hotel (Main Kitchen),606 Congress,2210,Eating & Drinking,42.3482,-71.0391,South Boston
Renaissance Hotel (Starbucks),606 Congress,2210,Eating & Drinking w/ Take Out,42.3482,-71.0391,South Boston
Render Coffee,563 Columbus,2118,Eating & Drinking w/ Take Out,42.3411,-71.0815,South End
Render Coffee @ 121,50 Milk,2109,Eating & Drinking,42.357,-71.0576,Downtown Boston
Residence Inn Fenway - Boston,121 Brookline,2215,Eating & Drinking,42.3457,-71.1003,Fenway/Kenmore
Restaurant Associates @ Amazon,253 Summer,2127,Eating & Drinking,42.3502,-71.0513,South Boston
Restaurant Associates @ Google,100 Summer,2110,Eating & Drinking,42.3536,-71.0574,Downtown Boston
Restaurant Y Cafeteria Los Nietos,962 Blue Hill,2124,Eating & Drinking w/ Take Out,42.292,-71.088,Mattapan
Restaurante Cesaria,266 Bowdoin,2125,Eating & Drinking,42.3069,-71.0667,Dorchester
Reunion BBQ,439 Tremont,2116,Eating & Drinking,42.3468,-71.0694,South End
REV Bar LL,40 Berkeley,2116,Eating & Drinking,42.3459,-71.0709,South End
Revival,1 Post Office,2109,Eating & Drinking,42.3568,-71.055,Downtown Boston
Revolution Health Kitchen,150 Huntington,2115,Eating & Drinking w/ Take Out,42.3449,-71.0818,Back Bay
RHYTHM 'N WRAPS,1092 Commonwealth,2215,Eating & Drinking,42.3517,-71.1243,Allston
RICCARDO'S RISTORANTE,175 North,2113,Eating & Drinking,42.3632,-71.0538,North End
Richy's,1461 River,2136,Eating & Drinking,42.2519,-71.1312,Hyde Park
Right Field Inseat,4 Jersey,2215,Eating & Drinking w/ Take Out,42.3467,-71.0987,Fenway/Kenmore
Right Field Pantry,4 Jersey,2215,Eating & Drinking w/ Take Out,42.3467,-71.0987,Fenway/Kenmore
Rina's,371 Hanover,2113,Eating & Drinking w/ Take Out,42.3649,-71.0532,North End
Rincon Caribeno Restaurant,18 Fairmount,2136,Eating & Drinking,42.2557,-71.1208,Hyde Park
RINCON LIMENO,409 Chelsea,2128,Eating & Drinking,42.3799,-71.0269,East Boston
Rinconcito Salvadoreno,313 Meridian,2128,Eating & Drinking,42.3775,-71.039,East Boston
RINO'S PIZZA,730 Blue Hill,2121,Eating & Drinking w/ Take Out,42.2998,-71.086,Roxbury
RISTORANTE EUNO,119 Salem,2113,Eating & Drinking,42.3645,-71.0554,North End
Ristorante Toscano Inc.,41 Charles,2114,Eating & Drinking,42.3574,-71.0699,Beacon Hill
RITZ-CARLTON BOSTON COMMON,10 Avery,2111,Eating & Drinking,42.3531,-71.0633,Downtown Boston
River Grille Plus Restaurant,1868 Centre,2132,Eating & Drinking w/ Take Out,42.2859,-71.1551,Roxbury
River Grille Restaurant & Cafe Inc.,1263 River,2136,Eating & Drinking,42.256,-71.1238,Hyde Park
